sentence1,sentence2,label
给我说一段情话,你说的话我听不懂,0
那我不早要吃,我就是早饭吃多了不行吗,0
很高兴遇见你,见到你很开心,1
Breeno语音的功能介绍,Breeno功能介绍,1
我为什么嫁给你,我嫁给你,0
k1屏幕价格,K1屏幕价格？,1
你好自恋啊,你咋那么自恋呢,1
明人不说暗话,明人不说暗话我喜欢你,0
手机开不了机给它充电就可以了吗,可以给手机充电吗？自动的。,0
你喜欢听歌吗,你喜欢听吗,0
你给我讲一个笑话吧,我要听笑话,1
你想要出去浪吗,一起出去嗨吗,1
配件查询真伪,如何查询零配件真伪,0
我能睡了不,我可以睡你吗,0
没有啥事,能有啥事啊，没事,1
丢失手机关机,手机丢了，关机,1
那我应该怎么做,那我怎么样,0
你能唱歌吗,唱歌吧吧,0
我想说的是,我想说的,0
OPPOReno内屏换多少钱,OPPOR17换内屏多少钱,0
我不会告诉你的,别想让我告诉你,0
手机流量很慢,手机缓慢,0
我难道不要跟你吵架吗,我要跟你吵架,1
立马说爱我,快说爱我,1
导航手势时键盘显示位置的设置方法,导航键的设置方法,0
我想哥哥,其实我想哥哥了,1
这样的小公司,大公司vs小公司,0
你好温柔啊,你觉得你温柔又体贴吗,0
oppoa79kl屏幕多少钱,OPPOA79屏幕多少钱,0
我觉得我应该要起床了,我想起床了,1
重启一下手机,手机重启手机重启一下,1
不要道歉,不用道歉的,1
不要难过了,也不难过的,0
你做好了吗,做好了吗,0
自己有觉得自己很厉害吗,你觉得自己厉害吗,1
你是个傻子吧,你就是个小傻子,1
我不想听到你的声音,我想听不同的声音,0
你觉得罗志祥怎么样,你觉得罗志祥这个人怎么样,1
是的你叫什么名字,是呀你叫什么啊,1
我要发火了,我马上就发火了,1
你知你叫我什么,那你想怎么叫我,0
我要听一首歌,我要听你唱歌,0
reno4pro,reno4pro颜色,0
回家洗袜子,我回家了,0
你给我讲个故事,晚安故事,0
好你睡觉吧,小影睡觉了,0
你什么地方的,我要用优步把定的地方改成红树湾,0
忙啥呢这两天,最近忙啥呢,1
你又调皮了,淘气的英文是什么,0
不知道吗,我不知道吗,0
本期双色球开奖结果,本期双色球开奖号码,0
六点35的闹钟,定时五分钟后的闹铃,0
我现在的感觉真的很槽糕,我受不了了,0
游戏空间被不小心删除了，怎么找回,游戏空间被我误删了,0
几月几日是抗美援朝日,抗美援朝战争为题材的电影是什么,0
你也知道呀,那你知道啥,0
那你啥时候能学会呀,怎样你才可以学会呢,1
给我唱首歌,嗯给我唱首歌吧,1
字体怎样修改中文,怎么修改字体,0
我太不好意思了,我好害羞,1
你的主人怎么样,你的主人好吗,1
世界上谁最漂亮啊,谁是世界上最美丽的女人,0
每次喊你你都不答应,每次叫你你都不理,1
不我的名字叫谁,我不是这个名字,0
播放微信,跳转到微信,0
你搞什么鬼,你是在搞鬼吗,0
你每个月工资是多少,你一个月工资多少,1
那我就走过来,那我就坐飞机过来,0
睡觉喽拜拜,拜拜我要睡觉了,0
介绍一下你自己,介绍一下天安门,0
这件事你怎么知道的,我把你妈知道这事,0
你叫什么名字啊我又忘了,你叫什么名字啊我忘了,1
充不进电量顶部显示充电,充电不显示小数点,0
我爸爸叫啥,我爸爸呢,0
给我唱一首情歌,需要你给我唱一首歌,0
R17充电接口,w31充电接口,0
一千加350,350,0
讲个笑话讲笑话,小度小度我想听笑话,1
讲笑话给我听,帮我说一个笑话,1
充电器充电和usb充电不同吧,用充电器充电，显示usb充电,0
我喜欢你小波,小波我喜欢的人就是你,1
你是不是不舒服生病了,你有没有病,1
做什么呢刚才不理我,为什么刚刚不理我,1
快一年了，换块电池要多少钱？,我想问问电池换一次多少钱,0
你太懂我啦,你已经很懂我了,0
你发张照片给我呗,用相册最后一张照片发一个微博,0
我说你长得真的难看,我说你长得好丑,1
今年的天气,天天气怎样,0
你有什么好玩的,你好玩的,0
RenoZ投射功能,reno2z支持投屏么,0
没事了你退下吧,完事了你能退下了,1
背景资料不足,背景资料,0
我想告诉全世界我也这么认为,你也这么认为,0
你喜欢什么地方,你喜欢我什么地方,0
你太会说了,你会说粤语吗,0
你最想去哪里,想想你在哪里,0
浏览历史通知信息,通知历史,0
我就是王俊杰啦,他们的男朋友就是王俊杰啦,0
Reno4Pro小苏,Reno4pro,0
你梦见我什么了,你到底了解我什么,0
地三鲜的做法,什么饭最好吃,0
打开大众点评,看下大众点评,1
如何设置语音唤醒语音助手,U3语音助手唤醒设置,0
我要发短信,来自未读信息,0
想这样的鞋子我接受不了,我不会接受,0
可我不喜欢,你很喜欢那种我不喜欢呀,0
他不喜欢你,他讨厌你,0
猪油拌面好吃吗,今天想吃猪油拌面,0
手机为什么下电量快,查询为什么手机电量,0
我一个人好孤独,孤独说的就是现在一个人的我,1
Renoz耳机接口,RenoZ的耳机接口介绍,1
你经常说的一句话是什么,你只会说这一句话吗,0
设个八点钟的闹钟,三点五分叫我,0
那我叫什么名字吗,我叫什么名字啊,1
你听音乐吗,打开QQ音乐听音乐,0
唱首歌给我听吧,你能给我唱首歌吗,1
我要怎么唤醒你呢,我想和你聊天我需要怎么做,0
如何在桌面上设置钟表,桌面如何设置成相册里的照片,0
怎么能把游戏显示在页面上,怎么在页面叫出小布来,0
你吃饱了没,你是不是吃饱了,1
那你为什么不理我,怎么回事怎么不理我,1
你卖多少钱,你可以买多少钱,0
王者荣耀最强的射手,王者荣耀中哪个英雄皮肤最贵,0
给我唱首歌吧,你给我唱一首呗boss,0
怎样嫁给马嘉祺,怎么才能嫁给马嘉祺,1
你鼻子什么样,你的鼻孔大不大,0
A7x充电接口,x9充电接口,0
你不喜欢我喜欢你,我不喜欢你喜欢我,0
你是什么座,三月到四月是什么座,0
你会怕人吗,你会恐惧吗,0
你叫啥名儿,可不可以让我知道你的名字,1
男人没一个好东西,男人有好东西,0
你的智能功能很好,你还挺智能的,1
好想天天都开心啊,天天开心哦,0
你想我是为什么,你干嘛要想我,1
你的内存是多少,你内存是多少呀,1
你是什么逻辑,你是怎么想的,1
八十毫米等于几厘米,120秒等于几分,0
一定要带发票吗？,预约要带发票？,0
你几点回来,那你回来吧,0
嘿嘿好的你找我了吗,你来找我吧,0
指纹解锁用不了,我这个手机指纹怎么打开,0
手机如果被偷了怎么办,手机被盗了，怎么办,1
手机充不了电,手机突然充不了电,1
我想听你唱,给我唱一个,1
请给你一首歌,我给你唱首歌好吗,0
vivo语音助手,进入语音助手,0
好了可以了,好了可以走了走了走了走了走了,0
我想把你当成女的,你当女生吧,1
记一下我的生辰,记一下我的生日,1
现在我的心情不好,可是我心情不好,1
我手机打电话靠近脸不息屏,手机通话靠近脸部黑屏,0
A9有语音唤醒吗,有语音唤醒吗,0
你是小傻瓜,你个小傻瓜,1
我告诉你我是你爸爸,我和你说你我是你爸爸,1
放个屁我听一下,我想让你放个屁,1
是的不好笑,这一点都不好笑,1
你现在穿的什么衣服,你穿什么衣服,1
那个名字呢,我的名字是0,0
十点良心吧你不可能,不可能。,0
半斤是多少克,一平方米等于多少厘米,0
我让你走了吗,我是不是让你走了,1
没有钱了怎么办,缺钱了怎么办,1
告诉我你离开的时间,你什么时候走,1
我今年八岁,我今年十八岁,0
为什么你没有我,你来了没有我来了,0
OPPOA32标配,oppoa32的配色,0
人事部的工资高吗,工资可高了,0
你看这个样子,你什么样子的,0
我就是喜欢你,亲爱的我好喜欢你,1
我究竟是不是你大哥,我是你大哥吗,1
星期五用英文怎么说,嘴巴的英文是什么,0
我发生了一点事,一九九九年发生了什么事,0
你会唱什么歌,你会唱歌给我听吗,0
那你会不会谈恋爱,那你会谈恋爱吗,1
回不去了明天,明天回不回去,0
为啥手机晃动有声音,手机摇晃下有声音是出了什么问题,0
十二点提醒我睡觉,七点半提醒我,0
滚我不要你了,我不要你了,1
爱是你我,你是爱我的吗,0
就是我说的,就跟我说,0
你为什么不跟我聊天,你为什么不跟我说话,1
我没有生气啊,没有生气啊,1
小鸡炖蘑菇,你有没有吃过小鸡炖蘑菇,0
我叫你你会出来吗,我可以喊你出来吗,1
这个人我们不能小看他,不可小觑,1
大盘鸡怎么做,红烧肉做法,0
我好想去月球,我想上月球,1
A5支持闪充吗,手表支持5g么,0
大象放进冰箱需要几步,谜语大全,0
不知道密码该怎么办,怎么样录屏,0
哪里的食品最好吃,好吃的冰激凌,0
你不是我怪罪的目标,我不会怪你,1
那不要了,你不要了啊,0
我走了几步,走了多少,0
超感全焦段影像系统,超感影像,0
你要打牌,我以为你打牌呢,0
我不知道密码,什么原因让我不知道密码,0
你把它关掉,你把它关掉就可以了,1
你知道我是谁吗,你知道你自己是谁吗,0
八千米等于多少米,5000克等于多少斤,0
我最近缺爱,我觉得我缺爱,0
我给你取个名吧,我可以给你取个名字吗,1
还是睡不着,我一直无法入睡,1
请说慢一点,能慢点说不,1
请问一下这个怎么截屏啊,请问这个手机怎么截屏啊,1
你是我的朋友哦,你是我朋友,1
打开央视,打开咪咕视频央视直播,0
你别跟我说话,你不要理我,1
老婆不要我了,我的亲亲老婆不要老公我了,1
那么我想知道你呢,你自己呢,0
难道我认识你吗,我认识你吗,1
嘿你叫啥,你叫啥名字,1
到底应该是什么,到底是什么,1
你猜我是哪儿人,你知道我是哪里人吗,0
今天太阳大不大,十一月八号天气,0
我叫你难道你不出来吗,我叫你你能出来吗,1
跳绳的拼音怎么写,重量的拼音,0
你现在需要休息,请你休息,1
我说我不喜欢你,我告诉你我不喜欢你,1
粽子你爱吃吗,你爱吃粽子吗,1
你给我说这干啥,你给我说个顺口溜,0
hello酷狗,你好hello,0
为什么谈恋爱呢,你知道怎么谈恋爱吗,0
你可以干什么呀,你会点什么,1
你怎么说话的,怎么说话呢你,1
丑八怪你就是,你这个丑八怪,1
联系人号码整理怎么用,整理联系人的设置方法,0
金庸是不是不在了,他不在是不是,0
还行挺好的,那还挺好的,1
三十泰铢等于多少人民币,一万日元等于多少人民币,0
雨又下起来了,又下雨了,1
我没骂你呀,不是我骂的你,1
你要多向我学习,你多想我,0
问你呢你老妈是谁呀,你的老妈是谁,1
真是太没意思了,真的好无聊,1
问你啥你都不知道,你能说点你知道的不,0
你有大爷吗,你大爷的你二大爷的你三大爷的是大爷的有大爷的,0
你竟然不知道为什么,为什么不知道,1
导航键应该怎么设置？,怎样设置上滑动导航键,0
如何设置分屏,怎么打开分屏,1
我是神仙吗,神仙会是我吗,1
你的生日是哪一天,我问的是你的生日属于哪天,1
你多久出生的,你出生到现在多少年了,0
有对象吗,对象有没有处,1
你不要出来了,你能不能不要出来,1
我不喜欢这个名字,我不喜欢你这个名字,1
你知不知道我现在是你的主人,我现在是你的主人,1
你给我过来,给我过来听见没,1
跟我去逛街,去逛街不,1
郭德纲郭德纲,王者荣耀刘备,0
你有男朋友不啦,你不会有男朋友的,0
小度小度今天几度,看今天天气,0
放五一假了,还有几天放五一,0
你的问题考考我,那我考考你,0
你是没有生命的,你是人,0
没事睡觉,没事了睡觉吧,1
十一月十五号提醒我,六点二十提醒我,0
我可以帮你做什么事情吗,就要你帮我做吗,0
小布打开快手,我要尽快手,1
你别跟我装糊涂,别跟我讲话,0
你怎么这么慢呀,你慢死了,1
我还是爱你的,我确定我还爱着你,1
你知道我属什么吗,你应该知道我是属什么的吗,1
都在哪里,小欧小欧米在哪里,0
怎么聊下去啊,这个话题应该怎么聊,1
你是不是闲得慌,你是不是闲的,1
没关系的走吧,没事走吧,1
菜单键返回键失灵怎么办,手机返回键失灵怎么办,0
我说你的名字是什么,你叫啥呀,1
我可以给你唱一首歌吗,你能听我唱一首歌吗,1
你到底会不会撒娇啊,你会撒娇吗,1
快要放假了,五一放假怎么安排,0
对啊就是你,对啊就是,0
我的热点人密码是什么？,我的热点密码是什么,1
你是最丑的,你真的是最丑的,1
问你今年几岁,问你今年多大,1
我想知道明天吃点啥,明天吃点啥,1
真好你能回来,欢迎回来,0
为什么你也不知道为什么,你不知道为什么的原因是啥,1
帐号密码是多少,的密码是什么,0
嗯，老公，我们下次再约,软件再次打开登陆,0
R5的SIM卡介绍,eSIM卡的介绍,0
刚才我说错了,我刚才就我现在,0
那你要不要做我女朋友,你要不要做我老婆,0
你就听歌识曲下,听歌识曲,1
你哄哄我呀,现在哄我,0
1999年到底发生了什么事情,李白长什么样子,0
哦这样子啊,像这样子的,0
你现在缺电了,你没有电了,1
你很中意我吗,我是不是你最疼爱的人,1
1500左右,1500,0
打开网页,打开网页打开网页,1
小欧你几岁了,你几岁了,1
帮我把花呗还了,放烟花呗,0
我今天摔了一跤,我今天摔了狗啃屎,1
qq录音有权限怎么弄,QQ怎么申请j,0
小波我真的想念你,我想你了小波,1
你唱歌给我听吧,我要听你唱歌,1
RenoZ换屏幕,RenoZ屏幕,0
手机屏幕打烂了。,手机屏幕碎了,1
我也记住了你叫啥,我也记住了你的名字叫啥哦,1
他都不搭理我,他不理我,1
锁屏壁纸自动更换,锁屏壁纸自动更换哪里开,0
笨蛋把我笑死了我找你麻烦,我来找你都笑死你哟,0
你的腿是不是很白,你有腿吗,0
我确实把你删掉了,我要把你删掉,0
今天走了好多路,长春今天马拉松幺三七路能走吗,0
你应该知道的都知道了吗,你知道的有多少,0
我说我女朋友叫啥,我女朋友叫啥,1
太阳的图片,黄山奇石的图片,0
你到底要干嘛,你干嘛要问人家,0
那我也来了,我那个来了,0
你在哪里生活,你在哪混呢,1
我只爱你一个人,你是我唯一爱的人,1
你是怎么评价杨紫的,你怎么评价杨紫,1
聊天会不会,你会聊什么天,1
没有听说过这回事,没有这回事,1
不懂你在说什么,不懂你说什么刚才我开下去,0
我可以帮你吗,小龙女帮我计时一分钟,0
天蝎座与白羊座,我是白羊座的,0
王者荣耀哪个英雄最厉害,王者里面哪个英雄最厉害,1
我这当然诚意满满,啊满满的跟我打招呼我就觉得,0
小布识别歌曲,识别一下这是什么歌,0
什么歌是我最喜爱听的,我最喜欢听什么歌,1
保障服务的购买方式及条件,保障服务的购买方法,0
我应该可以骂人吧,我可以骂人吗,1
刚才我才想开的呢稍后再试试吧,我开小差了吧稍后再试试吧,1
零是偶数吗,双重否定句是什么,0
一直有我在,我在这里啊,0
我把你卖了好不好,我把你卖了行吗,1
打开听声音放个屁,开声音放个屁,1
你烦不烦我,你不要再来烦我了行不行,0
说啥都无所谓,说啥都行,1
你那么丑,你很是面貌丑陋,1
怎么减肥我很胖,告诉我怎么减肥,1
我现在很恶心你难道不知道吗,我好恶心,0
你怎么知道那么多,你知道那么多的原因是什么,0
你这只猪,你就是头猪,1
想和你谈恋爱,话说想跟你谈恋爱,1
小姐姐现在知道我是谁了吗,现在知道我是谁了吗,1
你为什么不能陪我聊天呢,你就不能陪我聊聊天吗,0
我不要出去,你不出来,0
有什么好看的电视剧,有什么好看电视剧,1
请问今天什么天气,潍坊天气预报,0
我特希望你能给我比心,可以给我比个心吗,1
你的主人是我我在跟你说一遍,我告诉你我是你的主人,1
你告诉我你为什么这么笨,你怎么那么傻呀,1
我们就是好朋友,莫非我们不是好朋友,1
小欧你吃饭了吗,小贝你吃饭了吗,0
陪我聊天吧,咱俩聊点什么,1
你给我找个男朋友吧,我想找个男朋友,1
有你在我很开心,有你在我真是极为高兴的,1
WORD,打开WORD,1
你好我的语音助手,我讨厌语音助手,0
快过来快过来,赶紧过来吧,1
没有什么需要帮助的,我不需要帮助哦,1
明天提醒取消,刚才那个提醒取消,0
好吧你太强大了太厉害了,你怎么这么厉害,1
你冷漠的原因是什么,你怎么这么冷漠,1
你也太甜了吧,你超级甜的,1
算了没事了,好吧没事,1
做饭吗,炸鸡腿怎么做,0
怎么每个人都说我想打你,我想打你,0
母亲节送什么花,母亲节送什么花最好,1
你有朋友吗,你还有其他朋友吗,0
我要上班,今天我要上班,1
给我讲个故事,给我讲个故事笑话,1
我需要什么,我到底需要什么,1
可以听到吗,你可不可以听到声音呀,1
我好像不明白,我也不知道吗,0
你一笑可漂亮了,你笑的真好看,1
你怎么没睡觉,你还没睡吗,1
始终我都喜欢着你,我还喜欢你啊,1
我好难受,将老难受了,0
那你确定去加油了吗,那你去加油吧,1
我是不是世界上最,世界上最冷的地方是哪里,0
年都过去了,过去了啊,0
打开听声音放个屁,打开听声音放个连环屁,0
请问你有男友吗,我可不可以做你男朋友,0
k7支持NFC1,K1是否支持NFC,0
想说啥都是,你想说什么,0
你是不是很老了,播放歌曲一晃就老了,0
天蝎座的性格,白羊座的星座运势,0
打开相机模式,请打开摄像头,1
嗯跟女孩子聊天,我要跟女生聊天,0
开始学习,我准备好要学习了,1
我是不是个傻逼,我去说你是不是个傻逼露出来,0
OPPO手环如何关机,OPPO手环自动关机,0
你这么骚呢怎么,你怎么这么骚,1
我说我不想跟你聊了,永不跟你聊,0
k7手机尺寸,oppok7x的外观尺寸,0
难道你没有工资吗,小欧没有工资吗,1
小波你给我唱一首歌,给我唱一首情歌,0
有礼貌的用英语怎么说,英文怎么讲,0
为什么不告诉我啊,不告诉我是为什么,1
一样一样一样,好的我也一样,0
你肯定长得真丑,你肯定长得很丑,1
周杰伦说家中地位低,周杰伦称在家地位不高,1
你不会说话,你不要再说话了,0
你有没有老师,这个老师,0
Breeno帮我打开抖音,你给我打开抖音,1
播放一首歌曲吧,帮我唱首歌,0
以后喊我爸爸,以后请叫我爸爸,1
我真不爱管你,我不管你,1
你有了解我喜欢什么吗,知道我喜欢什么吗,1
那你真聪明,你怎么这么聪明呢,0
怎么都学不会做饭,不会做饭,0
那必须的呀,不用想了肯定是的,1
六合彩开奖结果,查询双色球开奖结果,0
OPPOR17的充电规则。,r17pro的充电接口介绍,0
我爱上了你怎么办,我是真的爱上你啦,0
你喜欢哪个季节,你最喜欢哪个季节,1
打开R3三乐园,打开R3三乐园打开233乐园,0
五加五等于几,五加几等于五,0
换一个白噪音,打开白噪音,0
那是你的吗,你敢说那是你的,1
没生你的气,生气不是因为你,0
小欧你最美了,小欧果然还是你最好看,1
我的名字叫皮皮,我名字叫李计平,0
我不在的时候你在干什么,说你在干嘛在我不在的时候,1
打开数据打开数据,打开数据,1
我想去做,要去想那些,0
我的手机里没有找到充电铃声。,手机充电没有铃声处理,0
排骨怎么做,红烧排骨怎么做好吃？,0
新买的OPPO手机不充电,OPPO手机的充电,0
你不要管,你还是不要管了,1
最近心情有点烦,今天有点烦,1
智能电视来电感应,手机看电视剧来电铃音小,0
怎么爱你都爱不够,怎么爱你都不够,1
你哪里无辜,你无辜在哪了,1
人生一串烤河蟹,烤河蟹好吃吗,0
生活好累,我要因为生活累死了,1
开启抖音,帮我开一下抖音,1
你这么滑稽的原因是什么,你这么逗,0
你要聊什么,你要和我聊什么,1
你知道的还挺多,你咋会知道这么多,1
OPPOa5的电池容量。,k5的电池,0
那你叫啥,那你叫什么,1
给我唱一首去年夏天,你能唱首歌给我吗,0
昨天梦到了去世亲人,梦到自己飞,0
教我可乐鸡翅怎么做好吗,可乐鸡翅怎么做,1
你对每个人都是这样说吗,是这样的人说过了,0
谈对象了没有,你就不能告诉我你谈对象了没有吗,1
W51没有声音,音量最大本机声音没有,0
你有哪些难忘的经历,你最难忘的事是什么,1
启用女仆小樱我要和小樱说话,小英你给我撒娇好吗,0
难道你不乖吗,你很乖哦,1
我该如何称呼你,说出你的名字,1
你难道就听不懂我说的话,我说话你能听懂吗,1
我好想再看一眼,看我眼神,0
我无话可说,我无可争辩,1
我有哪些事情,我现在有很急的事情,0
那是不可能的,你们两个人不可能,0
哪些事情你喜欢的,遇到哪些事情是你喜欢的,1
我中间的返回键按了没反应咋回事?,请问返回键在那里，怎么找不见,0
嗯你叫什么,嗯你的名字是什么,1
人肉好吃吗,你觉得肉好吃吗,0
可以和我说话吗,能不能和我说话呢,1
因为那个傻逼,那个傻逼,0
我亲爱的老公是谁呀,我家老公是谁,1
歇歇吧得到你帮助真是万幸,谢谢你可以休息了,0
胡歌的老婆是谁,夸一夸迪丽热巴,0
你以为你是谁,要不你是谁,0
a91是否支持5g,a91是5G还是4G,1
你喜欢听生僻字这首歌吗,你喜欢这首歌吗,0
我要把图标放大怎么放大,怎么把OPP图标放大,0
对呀我就是你爸爸,我就应该被你叫爸爸,1
什么时候出新的版本,什么时候更新新版本,1
夏天宿舍好热,好热好热怎么办,0
我被车撞了,车可不就撞了我,1
小冰让我喜欢,我喜欢小冰,1
你回答我吧,你就不能回答我吗,1
我又不高兴了,我又生气了,1
我会觉得你说话声音好听,你说话的声音太难听了,0
祝你圣诞快乐,祝你中秋快乐,0
鹿晗今年多大了,鹿晗今年多少岁了,1
这种颜色是,R17有哪些颜色,0
你背诵一下这作文,你会背作文吗,1
那你觉得我是男的还是女的,你想知道我是男的还是女的,0
这什么东西啊,啥玩意儿啊,0
谁是你喜欢的人,你喜欢过谁,1
已经很晚了,真的不早了,1
耳机录音,放入耳机声音,0
你在家吧,你有没出门啊,0
把屁放给我听一下,放一个屁给我听,1
手机最多可以绑定银行卡数量,手机卡屏密码是多少,0
你这东西,你是什么东西呀,0
Reno3元气版充电,Reno3元气版的充电器规格,0
不想上班想过七夕,不愿意工作想过七夕,1
你错了你怎么办,我死了你怎么办,0
我想要小欧,我也想牵小欧的手,0
r11plus充电时长,r11plus的电池,0
宝贝哈喽,hellobaby,1
我不喜欢赵丽颖,你更喜欢赵丽颖还是杨紫,0
倒计时八小时,二十秒倒计时,0
为啥不告诉我,什么原因不告诉我,1
还有其他的吗,你有其他的名字吗,0
我的真朋友,最好的朋友,0
你失去了什么,失去你才是最好的,0
怎样跑到你心里,咋进入到你的心里我很想知道,1
我跟你说话了吗,我忘记了我是不是跟你说话了,1
你不靠谱啊,你是不可能靠谱的,1
四月份是什么星座,你是什么星座,0
钱你有没有我知道吗,钱我有没有你知道吗,0
手机电池真真是一点点电都没有了,我手机没电了,1
你会做什么呀,你的新功能是什么,0
你忙什么东西呢,你在忙什么,1
不小布打开支付宝,打开支付宝付款码,0
这不是我的名字,话说这不是我的名字,1
你叫什么我要给你吧,你叫我什么,0
王凯好丑啊,王凯好丑,1
你帮我找一些考试的作文,你能搜出考试的作文吗,1
反正我不打给谁呢,不知道我谁了吗,0
我真的一点也不想和你说话,我不想跟你聊天呀,1
小鬼王琳凯帅不帅,王琳凯帅不帅,1
调节打游戏时的流畅度,微信发送语音按地点很久进入正常发送,0
叫她姐姐,你姐姐叫什么,0
别停啊再聊聊,那就继续聊呗,1
刚才我没跟你说什么,跟你没得说了,0
我想被表白,我要向你表白,0
那你就直接说,有什么问题那你就直接说,1
给我讲两个笑话,再说一个冷笑话,0
我是哥哥,我要小哥哥,0
明天还有很多事情呢,有什么事情,0
谢谢你的鼓励,特别想谢谢你激励我,1
蛋糕怎么做,蛋炒饭怎么做,0
别不说话啊，发生什么了,你咋不说话呀,1
你找过我,你找过我的你忘啦,1
我不跟你说,我才不和你说呢,1
亮度亮度调低,调低亮度,1
你有没有喜欢的,那你有没有喜欢的人,1
是谁的手机啊你,你是谁的手机,1
又见面了,话说又见面了,1
股票是什么东西,什么是股票,1
我帅不帅啊,我是不是特别帅啊,1
有一个故事,给我讲个故事听吧,0
我没有喊你呀,我没喊你,1
K3如何调整字体大小,如何调字体大小,0
你的脑袋怎么就被驴给踢了,你脑子是不是被驴踢了,1
小智你还好不好,你好小智,0
你什么时候睡觉呀,你啥时候休息,1
为啥我不能更新系统,为什么我手机会主动更新,0
读短信息,发短信给小牛,0
你能说一句我喜欢你吗,你说一句我喜欢你可以吗,1
说句情话,请你说句情话吧,1
肖战的口号是什么,肖战的应援口号是什么,1
我的指纹解锁好像出问题了，,他无法完成。指纹解锁。,0
我不要解锁,我不愿解锁,1
没事的谢谢,哈哈谢谢啦,0
联系人白名单在哪里设置,联系人白名单如何设置,1
你快点的给我出来,你给我出来,1
你现在在家吗,你在我家吗,1
已经走了我不需要管你了,还需要我帮你什么的话就随时走不,0
算了吧我不跟你说话,算了不喊你了,0
renoace2,realmeQ2,0
太幼稚了,你太幼稚了,1
中午做什么了,番茄炒蛋怎么炒呢,0
你会困么?,你会睡觉的吗,0
什么动物会变性,啥动物会变性,1
明天喊我起床吧,明天早上七点半喊我起,0
恢复备份,恢复备份数据,1
你长什么样,你好不好看,1
我这边网络有问题,我的网不好呀,1
快叫我爸爸吧,快叫我们的舅舅吧,0
你不可能是我,我不是你,0
对就是我请你吃饭,对呀想请你吃饭,0
叫了你怎么没回应,刚刚叫你为什么不说话,1
我肯定是男的,我也是男的,1
你还有什么是我能帮你的吗,还需要我帮你什么的话,0
你爸爸妈妈是不是很爱你,妈妈爱爸爸,0
你觉得我睡吗,我打算睡觉你呢,0
我跟你生气了,你不知道我在跟你生气吗,1
我想听奇幻的科学类小说,你可以给我讲,0
哪一天是抗美援朝纪念日,现在距离2021年还有多少天,0
什么内容啊你的口号,你的口号是什么,1
谁说我家里没有人呀,我家里没有人,0
谁能陪我喝酒,你可以陪我喝酒吗,0
你骗我从来都没爱过我,你一直说你爱我都是骗我的,1
我怎么流鼻血了,我流鼻血了,1
你太好看了,你怎么这么好看,1
我优点好少,你优点好少,0
请问你个问题,可不可以回答我个问题,1
他这个人说普通话不标准,我们不说普通话了好吗,0
改WiFi密码,WiFi改密码,1
怎么停好车,我的车停在哪里,0
换个名字呗,你可以换个名字吗,0
真无聊啊,简直是无聊,1
你真的无所不能吗,你无所不能是假的吗,1
我独身了,我一个人了,1
小欧谁是世界上最漂亮的女人,世界上最美的女人是我吗,0
A51外观尺寸,a72外观尺寸,0
你在哪里我找不到,在何处我找不到你,1
小布我想拍照,我想拍照,1
你智不智能,我也不知道你智不智能了,1
帮我在QQ,你给我打开QQ,0
你不能叫我爸爸吗,你为什么不能叫我爸爸,1
嗯给我唱首歌,我爱听你唱歌,0
新闻简报,播放国际新闻,0
嗯今天非常开心,嗯今天很开心,1
A92s屏幕材质,a92s的屏幕,0
手机的sd卡怎么拿出来,怎样取出手机sim卡,0
美女在哪呢,哪里有美女呢,1
你喜欢小狗吗,你喜欢哪些狗啊,0
上知天文下知地理你是吗,你上知天文下知地理吗,1
你想过的人是我吗,你有没有想过我,1
你有什么事情吗,你想干啥,1
你记住我叫什么了吗,我叫什么名字你记住了吗,1
你怎么神奇啦,神奇宝贝的亲,0
我感觉不好是为什么,我感觉不好,1
你知道什么叫美女吗,我可以告诉我你究竟叫什么吗,0
我要去唱歌,我正要去蹦迪,0
你欠挨打,你是不是嫌我烦了,0
今天适合外出吗,黑龙江天气预报,0
你能知道我很想你吗,那我想你,1
你可真可爱,你真的很可爱,1
可以陪我说话吗,可以陪我吗,1
我好伤心怎么办,我好难过怎么办,1
你还能唱的再难听一点吗,你唱的太难听了,1
你脾气大不大,你火气大不大,1
我比不上你好看,你比我更好看,1
我要把你关掉,我现在给你关机了,1
还要戴眼镜吗你,你还要戴眼镜吗,1
没希望了,希望是一点也没了,1
你是不是会计算,你会计算吗,1
哦你长什么样,你的模样我不清楚,1
不要给我装糊涂,不要给我装傻,1
你是不是笨,你智商有问题吗,1
相信你个鬼,你难以被相信,1
有多想我呀,那你有多想我呀,1
那就先不说了,那我就不说了,1
我到底在干嘛你猜一下,那你猜我在干嘛,1
你很了不起吗,你很牛逼吗,1
别气我了,别再惹怒我了,1
看不清,看不清看不清,1
咋不说话了,怎么停下不说话了,1
出一个脑筋急转弯,讲一个脑袋急转弯,1
背一下圆周率,圆周率你记得没有,1
为什么这么聪明,怎么这么聪明啊,1
你会不会说唱,你会不能说唱,1
你把我的名字记错了,我的名字被你记错了,1
我何时能发家致富啊,我什么时候会发财,1
我不太高兴,今天心情不太好,1
讲个四川话听听,能不能讲句四川话听听,1
感谢你小欧,谢谢你小鸥,1
设置一下,可以设置一下,1
那我就惩罚你,那我的确要惩罚你了,1
今天好无聊啊,今天好闲啊,1
关掉你要怎么做,如何把你关掉,1
我可以给你改个名字吗,我想帮你改一个名字,1
你说一句日语,给我讲一句日语,1
啥也没说,什么没说也,1
